DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Propia,2. Alquilada,3. Cedida por trabajo,4. Prestada,5. Otra situación,0. __mv__,0. __na__,
6182. Coronel de Marina Leonardo Rosales,3. Varón,29604,17741,7860,498,1556,1949,,,
6182. Coronel de Marina Leonardo Rosales,4. Varón trans/masculinidad trans,140,59,60,4,10,7,,,
6182. Coronel de Marina Leonardo Rosales,5. No binario,105,42,39,5,6,13,,,
6182. Coronel de Marina Leonardo Rosales,6. Otra identidad/ninguna de las anteriores,49,26,13,,3,7,,,
6182. Coronel de Marina Leonardo Rosales,7. Prefiero no contestar,122,68,28,2,10,14,,,
6182. Coronel de Marina Leonardo Rosales,9. Ignorado,3970,1944,1476,78,206,266,,,
6189. Coronel Dorrego,0. __tot__,15795,10661,2594,521,1136,883,,,
6189. Coronel Dorrego,1. Mujer,7775,5322,1250,211,553,439,,,
6189. Coronel Dorrego,2. Mujer trans/travesti,22,17,2,,2,1,,,
6189. Coronel Dorrego,3. Varón,7415,4980,1211,290,536,398,,,
6189. Coronel Dorrego,4. Varón trans/masculinidad trans,9,8,1,,,,,,
6189. Coronel Dorrego,5. No binario,7,6,1,,,,,,
6189. Coronel Dorrego,6. Otra identidad/ninguna de las anteriores,9,4,3,,1,1,,,
6189. Coronel Dorrego,7. Prefiero no contestar,29,10,8,2,,9,,,
6189. Coronel Dorrego,9. Ignorado,529,314,118,18,44,35,,,
6196. Coronel Pringles,0. __tot__,24110,16507,3826,830,1778,1169,,,
6196. Coronel Pringles,1. Mujer,11756,8189,1881,317,811,558,,,
6196. Coronel Pringles,2. Mujer trans/travesti,29,16,5,5,3,,,,
6196. Coronel Pringles,3. Varón,10896,7478,1713,378,829,498,,,
6196. Coronel Pringles,4. Varón trans/masculinidad trans,38,19,7,5,6,1,,,
6196. Coronel Pringles,5. No binario,32,16,7,4,5,,,,
6196. Coronel Pringles,6. Otra identidad/ninguna de las anteriores,7,2,2,2,1,,,,
6196. Coronel Pringles,7. Prefiero no contestar,30,16,9,1,,4,,,
6196. Coronel Pringles,9. Ignorado,1322,771,202,118,123,108,,,
6203. Coronel Suárez,0. __tot__,41713,30306,6728,937,2132,1610,,,
6203. Coronel Suárez,1. Mujer,20518,15051,3323,401,992,751,,,
6203. Coronel Suárez,2. Mujer trans/travesti,48,31,11,1,5,,,,
6203. Coronel Suárez,3. Varón,19510,14163,3051,499,1023,774,,,
6203. Coronel Suárez,4. Varón trans/masculinidad trans,34,23,5,1,3,2,,,
6203. Coronel Suárez,5. No binario,18,11,6,,,1,,,
6203. Coronel Suárez,6. Otra identidad/ninguna de las anteriores,16,8,6,,2,,,,
6203. Coronel Suárez,7. Prefiero no contestar,48,27,11,1,4,5,,,
6203. Coronel Suárez,9. Ignorado,1521,992,315,34,103,77,,,
6210. Chacabuco,0. __tot__,52409,35452,9954,1018,3580,2405,,,
6210. Chacabuco,1. Mujer,25818,17576,4855,429,1734,1224,,,
6210. Chacabuco,2. Mujer trans/travesti,81,51,19,1,6,4,,,
6210. Chacabuco,3. Varón,24359,16473,4594,538,1687,1067,,,
6210. Chacabuco,4. Varón trans/masculinidad trans,33,14,14,1,1,3,,,
6210. Chacabuco,5. No binario,22,12,5,1,1,3,,,
6210. Chacabuco,6. Otra identidad/ninguna de las anteriores,10,7,3,,,,,,
6210. Chacabuco,7. Prefiero no contestar,52,31,12,,6,3,,,
6210. Chacabuco,9. Ignorado,2034,1288,452,48,145,101,,,
6218. Chascomús,0. __tot__,42191,28661,7474,1124,2847,2085,,,
6218. Chascomús,1. Mujer,20886,14287,3720,503,1357,1019,,,
6218. Chascomús,2. Mujer trans/travesti,48,33,11,2,2,,,,
6218. Chascomús,3. Varón,19830,13441,3452,600,1374,963,,,
6218. Chascomús,4. Varón trans/masculinidad trans,37,28,6,,2,1,,,
6218. Chascomús,5. No binario,21,9,7,,2,3,,,
6218. Chascomús,6. Otra identidad/ninguna de las anteriores,11,3,3,,4,1,,,
6218. Chascomús,7. Prefiero no contestar,81,35,19,1,7,19,,,
6218. Chascomús,9. Ignorado,1277,825,256,18,99,79,,,
6224. Chivilcoy,0. __tot__,70554,46636,14531,923,5283,3181,,,
6224. Chivilcoy,1. Mujer,34880,23044,7311,360,2564,1601,,,
6224. Chivilcoy,2. Mujer trans/travesti,114,72,30,2,9,1,,,
6224. Chivilcoy,3. Varón,31959,21297,6381,483,2388,1410,,,
6224. Chivilcoy,4. Varón trans/masculinidad trans,91,50,23,6,10,2,,,
6224. Chivilcoy,5. No binario,42,18,18,3,1,2,,,
6224. Chivilcoy,6. Otra identidad/ninguna de las anteriores,14,9,4,,,1,,,
6224. Chivilcoy,7. Prefiero no contestar,84,35,25,2,15,7,,,
6224. Chivilcoy,9. Ignorado,3370,2111,739,67,296,157,,,
6231. Daireaux,0. __tot__,18328,11800,3644,823,1285,776,,,
6231. Daireaux,1. Mujer,8421,5499,1659,332,568,363,,,
6231. Daireaux,2. Mujer trans/travesti,45,26,9,2,4,4,,,
6231. Daireaux,3. Varón,8209,5343,1539,416,587,324,,,
6231. Daireaux,4. Varón trans/masculinidad trans,112,71,18,11,6,6,,,
6231. Daireaux,5. No binario,16,7,3,2,3,1,,,
6231. Daireaux,6. Otra identidad/ninguna de las anteriores,7,6,,,1,,,,
6231. Daireaux,7. Prefiero no contestar,18,6,9,,2,1,,,
6231. Daireaux,9. Ignorado,1500,842,407,60,114,77,,,
6238. Dolores,0. __tot__,31405,22426,4755,534,2024,1666,,,
6238. Dolores,1. Mujer,14996,10791,2298,173,951,783,,,
6238. Dolores,2. Mujer trans/travesti,45,32,9,2,2,,,,
6238. Dolores,3. Varón,13890,10023,1978,246,910,733,,,
6238. Dolores,4. Varón trans/masculinidad trans,129,85,19,8,6,11,,,
6238. Dolores,5. No binario,14,6,3,,2,3,,,
6238. Dolores,6. Otra identidad/ninguna de las anteriores,9,5,3,1,,,,,
6238. Dolores,7. Prefiero no contestar,41,16,13,2,4,6,,,
6238. Dolores,9. Ignorado,2281,1468,432,102,149,130,,,
6245. Ensenada,0. __tot__,63978,46850,6672,355,4374,5727,,,
6245. Ensenada,1. Mujer,31588,23250,3282,163,2119,2774,,,
6245. Ensenada,2. Mujer trans/travesti,76,47,15,1,7,6,,,
6245. Ensenada,3. Varón,29841,21889,3098,178,2083,2593,,,
6245. Ensenada,4. Varón trans/masculinidad trans,51,30,10,,3,8,,,
6245. Ensenada,5. No binario,40,20,7,,5,8,,,
6245. Ensenada,6. Otra identidad/ninguna de las anteriores,18,9,6,,,3,,,
6245. Ensenada,7. Prefiero no contestar,83,43,15,1,6,18,,,
6245. Ensenada,9. Ignorado,2281,1562,239,12,151,317,,,
6252. Escobar,0. __tot__,256071,184051,37837,1527,16570,16086,,,
6252. Escobar,1. Mujer,122235,88107,17822,688,7945,7673,,,
6252. Escobar,2. Mujer trans/travesti,269,198,39,1,17,14,,,
6252. Escobar,3. Varón,118318,85207,17499,731,7597,7284,,,
6252. Escobar,4. Varón trans/masculinidad trans,368,241,74,4,27,22,,,
6252. Escobar,5. No binario,159,98,38,1,13,9,,,
6252. Escobar,6. Otra identidad/ninguna de las anteriores,122,69,29,1,18,5,,,
6252. Escobar,7. Prefiero no contestar,394,243,68,5,38,40,,,
6252. Escobar,9. Ignorado,14206,9888,2268,96,915,1039,,,
6260. Esteban Echeverría,0. __tot__,337880,247781,45968,998,21311,21822,,,
6260. Esteban Echeverría,1. Mujer,164055,120654,21932,450,10427,10592,,,
6260. Esteban Echeverría,2. Mujer trans/travesti,436,311,68,,27,30,,,
6260. Esteban Echeverría,3. Varón,155041,114014,21179,470,9622,9756,,,
6260. Esteban Echeverría,4. Varón trans/masculinidad trans,476,314,104,1,25,32,,,
6260. Esteban Echeverría,5. No binario,205,123,42,,14,26,,,
6260. Esteban Echeverría,6. Otra identidad/ninguna de las anteriores,104,64,22,,8,10,,,
6260. Esteban Echeverría,7. Prefiero no contestar,424,243,77,1,45,58,,,
6260. Esteban Echeverría,9. Ignorado,17139,12058,2544,76,1143,1318,,,
6266. Exaltación de la Cruz,0. __tot__,40036,27232,6368,1619,2503,2314,,,
6266. Exaltación de la Cruz,1. Mujer,19063,13086,2966,713,1171,1127,,,
6266. Exaltación de la Cruz,2. Mujer trans/travesti,60,44,10,3,2,1,,,
6266. Exaltación de la Cruz,3. Varón,18555,12620,2927,800,1178,1030,,,
6266. Exaltación de la Cruz,4. Varón trans/masculinidad trans,201,125,43,13,15,5,,,
6266. Exaltación de la Cruz,5. No binario,49,25,12,4,6,2,,,
6266. Exaltación de la Cruz,6. Otra identidad/ninguna de las anteriores,25,20,3,,1,1,,,
6266. Exaltación de la Cruz,7. Prefiero no contestar,49,29,6,2,5,7,,,
6266. Exaltación de la Cruz,9. Ignorado,2034,1283,401,84,125,141,,,
6270. Ezeiza,0. __tot__,198620,150579,23608,994,11083,12356,,,
6270. Ezeiza,1. Mujer,95631,72941,10916,403,5362,6009,,,
6270. Ezeiza,2. Mujer trans/travesti,296,228,38,3,11,16,,,
6270. Ezeiza,3. Varón,91470,69603,10860,495,5017,5495,,,
6270. Ezeiza,4. Varón trans/masculinidad trans,275,181,64,1,15,14,,,
6270. Ezeiza,5. No binario,103,63,17,2,9,12,,,
6270. Ezeiza,6. Otra identidad/ninguna de las anteriores,51,32,12,1,3,3,,,
6270. Ezeiza,7. Prefiero no contestar,208,126,35,,16,31,,,
6270. Ezeiza,9. Ignorado,10586,7405,1666,89,650,776,,,
6274. Florencio Varela,0. __tot__,488103,367182,41918,2299,38704,38000,,,
6274. Florencio Varela,1. Mujer,233225,176043,19642,1009,18407,18124,,,
6274. Florencio Varela,2. Mujer trans/travesti,668,499,71,6,57,35,,,
6274. Florencio Varela,3. Varón,224612,169585,19075,1066,17711,17175,,,
6274. Florencio Varela,4. Varón trans/masculinidad trans,715,508,105,6,52,44,,,
6274. Florencio Varela,5. No binario,281,181,42,3,16,39,,,
6274. Florencio Varela,6. Otra identidad/ninguna de las anteriores,162,102,29,,17,14,,,
6274. Florencio Varela,7. Prefiero no contestar,522,306,76,5,57,78,,,
6274. Florencio Varela,9. Ignorado,27918,19958,2878,204,2387,2491,,,
6277. Florentino Ameghino,0. __tot__,10759,7274,1892,561,647,385,,,
6277. Florentino Ameghino,1. Mujer,4733,3330,776,195,266,166,,,
6277. Florentino Ameghino,2. Mujer trans/travesti,27,15,7,1,3,1,,,
6277. Florentino Ameghino,3. Varón,4593,3101,824,240,287,141,,,
6277. Florentino Ameghino,4. Varón trans/masculinidad trans,74,44,15,6,2,7,,,
6277. Florentino Ameghino,5. No binario,31,17,6,3,3,2,,,
6277. Florentino Ameghino,6. Otra identidad/ninguna de las anteriores,14,5,6,,2,1,,,
6277. Florentino Ameghino,7. Prefiero no contestar,20,11,4,1,2,2,,,
6277. Florentino Ameghino,9. Ignorado,1267,751,254,115,82,65,,,
6280. General Alvarado,0. __tot__,45307,31642,6560,1201,3488,2416,,,
6280. General Alvarado,1. Mujer,22113,15493,3221,485,1726,1188,,,
6280. General Alvarado,2. Mujer trans/travesti,51,37,5,2,5,2,,,
6280. General Alvarado,3. Varón,20882,14644,2928,605,1608,1097,,,
6280. General Alvarado,4. Varón trans/masculinidad trans,60,47,8,3,1,1,,,
6280. General Alvarado,5. No binario,30,20,7,,3,,,,
6280. General Alvarado,6. Otra identidad/ninguna de las anteriores,14,10,3,,1,,,,
6280. General Alvarado,7. Prefiero no contestar,65,31,9,4,8,13,,,
6280. General Alvarado,9. Ignorado,2092,1360,379,102,136,115,,,
6287. General Alvear,0. __tot__,10150,6784,1508,801,511,546,,,
6287. General Alvear,1. Mujer,4997,3373,756,335,254,279,,,
6287. General Alvear,2. Mujer trans/travesti,6,3,2,,1,,,,
6287. General Alvear,3. Varón,4870,3227,713,443,240,247,,,
6287. General Alvear,4. Varón trans/masculinidad trans,5,4,,1,,,,,
6287. General Alvear,5. No binario,3,2,,1,,,,,
6287. General Alvear,7. Prefiero no contestar,4,2,,,1,1,,,
6287. General Alvear,9. Ignorado,265,173,37,21,15,19,,,
6294. General Arenales,0. __tot__,16231,11986,2603,297,766,579,,,
6294. General Arenales,1. Mujer,7801,5812,1242,112,362,273,,,
6294. General Arenales,2. Mujer trans/travesti,35,28,3,,1,3,,,
6294. General Arenales,3. Varón,7457,5477,1208,146,369,257,,,
6294. General Arenales,4. Varón trans/masculinidad trans,44,29,8,2,3,2,,,
6294. General Arenales,5. No binario,9,4,5,,,,,,
6294. General Arenales,6. Otra identidad/ninguna de las anteriores,8,5,1,1,1,,,,
6294. General Arenales,7. Prefiero no contestar,17,10,5,,1,1,,,
6294. General Arenales,9. Ignorado,860,621,131,36,29,43,,,
6301. General Belgrano,0. __tot__,20674,13656,3920,841,1311,946,,,
6301. General Belgrano,1. Mujer,10122,6778,1897,345,637,465,,,
6301. General Belgrano,2. Mujer trans/travesti,25,16,5,1,,3,,,
6301. General Belgrano,3. Varón,9432,6179,1780,454,592,427,,,
6301. General Belgrano,4. Varón trans/masculinidad trans,42,26,7,2,5,2,,,
6301. General Belgrano,5. No binario,13,6,4,,,3,,,
6301. General Belgrano,6. Otra identidad/ninguna de las anteriores,10,6,3,,,1,,,
6301. General Belgrano,7. Prefiero no contestar,28,21,4,1,1,1,,,
6301. General Belgrano,9. Ignorado,1002,624,220,38,76,44,,,
6308. General Guido,0. __tot__,3157,2079,341,376,230,131,,,
6308. General Guido,1. Mujer,1404,975,154,127,90,58,,,
6308. General Guido,2. Mujer trans/travesti,4,,,3,,1,,,
6308. General Guido,3. Varón,1436,922,147,191,114,62,,,
6308. General Guido,4. Varón trans/masculinidad trans,9,4,2,1,2,,,,
6308. General Guido,6. Otra identidad/ninguna de las anteriores,1,1,,,,,,,
6308. General Guido,7. Prefiero no contestar,3,3,,,,,,,
6308. General Guido,9. Ignorado,300,174,38,54,24,10,,,
6315. General Juan Madariaga,0. __tot__,22566,15266,3189,880,1942,1289,,,
6315. General Juan Madariaga,1. Mujer,11205,7646,1588,360,955,656,,,
6315. General Juan Madariaga,2. Mujer trans/travesti,24,16,4,,4,,,,
6315. General Juan Madariaga,3. Varón,10375,6990,1472,467,881,565,,,
6315. General Juan Madariaga,4. Varón trans/masculinidad trans,24,20,3,1,,,,,
6315. General Juan Madariaga,5. No binario,9,4,1,,4,,,,
6315. General Juan Madariaga,6. Otra identidad/ninguna de las anteriores,5,4,,,1,,,,
6315. General Juan Madariaga,7. Prefiero no contestar,28,19,4,2,2,1,,,
6315. General Juan Madariaga,9. Ignorado,896,567,117,50,95,67,,,
6322. General La Madrid,0. __tot__,11535,8210,1367,805,749,404,,,
6322. General La Madrid,1. Mujer,5680,4139,684,314,346,197,,,
6322. General La Madrid,2. Mujer trans/travesti,7,5,,2,,,,,
6322. General La Madrid,3. Varón,5461,3800,643,455,374,189,,,
6322. General La Madrid,4. Varón trans/masculinidad trans,2,,,1,1,,,,
6322. General La Madrid,5. No binario,5,4,1,,,,,,
6322. General La Madrid,7. Prefiero no contestar,18,10,5,,2,1,,,
6322. General La Madrid,9. Ignorado,362,252,34,33,26,17,,,
6329. General Las Heras,0. __tot__,17980,11349,3272,1064,1377,918,,,
6329. General Las Heras,1. Mujer,8592,5519,1537,460,649,427,,,
6329. General Las Heras,2. Mujer trans/travesti,17,11,4,1,1,,,,
6329. General Las Heras,3. Varón,8187,5203,1411,517,626,430,,,
6329. General Las Heras,4. Varón trans/masculinidad trans,79,31,31,8,5,4,,,
6329. General Las Heras,5. No binario,14,6,4,,3,1,,,
6329. General Las Heras,6. Otra identidad/ninguna de las anteriores,7,4,2,,,1,,,
6329. General Las Heras,7. Prefiero no contestar,18,9,4,,3,2,,,
6329. General Las Heras,9. Ignorado,1066,566,279,78,90,53,,,
6336. General Lavalle,0. __tot__,4846,3700,401,231,268,246,,,
6336. General Lavalle,1. Mujer,2336,1835,176,100,117,108,,,
6336. General Lavalle,2. Mujer trans/travesti,4,4,,,,,,,
6336. General Lavalle,3. Varón,2242,1675,206,121,135,105,,,
6336. General Lavalle,4. Varón trans/masculinidad trans,1,1,,,,,,,
6336. General Lavalle,6. Otra identidad/ninguna de las anteriores,2,1,,,,1,,,
6336. General Lavalle,7. Prefiero no contestar,5,1,,,,4,,,
6336. General Lavalle,9. Ignorado,256,183,19,10,16,28,,,
6343. General Paz,0. __tot__,14141,9233,2566,837,844,661,,,
6343. General Paz,1. Mujer,6869,4588,1193,357,405,326,,,
6343. General Paz,2. Mujer trans/travesti,17,10,2,2,1,2,,,
6343. General Paz,3. Varón,6636,4282,1201,449,397,307,,,
6343. General Paz,4. Varón trans/masculinidad trans,22,14,3,2,3,,,,
6343. General Paz,5. No binario,8,7,,,1,,,,
6343. General Paz,6. Otra identidad/ninguna de las anteriores,4,2,2,,,,,,
6343. General Paz,7. Prefiero no contestar,10,4,2,,,4,,,
6343. General Paz,9. Ignorado,575,326,163,27,37,22,,,
6351. General Pinto,0. __tot__,12842,8764,1923,685,963,507,,,
6351. General Pinto,1. Mujer,5926,4092,895,263,435,241,,,
6351. General Pinto,2. Mujer trans/travesti,15,8,3,3,,1,,,
6351. General Pinto,3. Varón,5702,3900,842,306,436,218,,,
6351. General Pinto,4. Varón trans/masculinidad trans,60,38,8,7,4,3,,,
6351. General Pinto,5. No binario,6,4,,1,1,,,,
6351. General Pinto,6. Otra identidad/ninguna de las anteriores,15,12,1,1,1,,,,
6351. General Pinto,7. Prefiero no contestar,14,8,1,1,2,2,,,
6351. General Pinto,9. Ignorado,1104,702,173,103,84,42,,,
6357. General Pueyrredón,0. __tot__,660569,432456,142090,6967,43176,35880,,,
6357. General Pueyrredón,1. Mujer,327949,216068,69974,3004,21023,17880,,,
6357. General Pueyrredón,2. Mujer trans/travesti,833,520,213,14,48,38,,,
6357. General Pueyrredón,3. Varón,295771,194253,62448,3404,19608,16058,,,
6357. General Pueyrredón,4. Varón trans/masculinidad trans,921,516,277,18,71,39,,,
6357. General Pueyrredón,5. No binario,620,294,225,5,71,25,,,
6357. General Pueyrredón,6. Otra identidad/ninguna de las anteriores,268,120,92,5,21,30,,,
6357. General Pueyrredón,7. Prefiero no contestar,1139,545,346,11,125,112,,,
6357. General Pueyrredón,9. Ignorado,33068,20140,8515,506,2209,1698,,,
6364. General Rodríguez,0. __tot__,142315,112205,13616,1276,7729,7489,,,
6364. General Rodríguez,1. Mujer,67967,53768,6376,508,3627,3688,,,
6364. General Rodríguez,2. Mujer trans/travesti,183,130,31,1,12,9,,,
6364. General Rodríguez,3. Varón,66317,52402,6247,672,3615,3381,,,
6364. General Rodríguez,4. Varón trans/masculinidad trans,334,237,53,8,28,8,,,
6364. General Rodríguez,5. No binario,85,51,16,,6,12,,,
6364. General Rodríguez,6. Otra identidad/ninguna de las anteriores,50,36,7,,3,4,,,
6364. General Rodríguez,7. Prefiero no contestar,157,98,24,,14,21,,,
6364. General Rodríguez,9. Ignorado,7222,5483,862,87,424,366,,,
6371. General San Martín,0. __tot__,444503,293948,96052,1848,23167,29488,,,
6371. General San Martín,1. Mujer,219528,146112,46758,819,11329,14510,,,
6371. General San Martín,2. Mujer trans/travesti,625,380,159,4,42,40,,,
6371. General San Martín,3. Varón,200801,132554,43763,821,10537,13126,,,
6371. General San Martín,4. Varón trans/masculinidad trans,544,326,146,5,26,41,,,
6371. General San Martín,5. No binario,380,225,97,4,28,26,,,
6371. General San Martín,6. Otra identidad/ninguna de las anteriores,171,101,44,1,14,11,,,
6371. General San Martín,7. Prefiero no contestar,666,317,193,1,57,98,,,
6371. General San Martín,9. Ignorado,21788,13933,4892,193,1134,1636,,,
6385. General Viamonte,0. __tot__,22530,15375,3465,765,1848,1077,,,
6385. General Viamonte,1. Mujer,9424,6531,1478,215,746,454,,,
6385. General Viamonte,2. Mujer trans/travesti,90,66,10,9,5,,,,
6385. General Viamonte,3. Varón,8933,6165,1358,271,713,426,,,
6385. General Viamonte,4. Varón trans/masculinidad trans,219,127,33,17,26,16,,,
6385. General Viamonte,5. No binario,102,72,16,3,8,3,,,
6385. General Viamonte,6. Otra identidad/ninguna de las anteriores,37,24,4,4,5,,,,
6385. General Viamonte,7. Prefiero no contestar,42,25,5,4,4,4,,,
6385. General Viamonte,9. Ignorado,3683,2365,561,242,341,174,,,
6392. General Villegas,0. __tot__,35055,23830,5576,1627,2319,1703,,,
6392. General Villegas,1. Mujer,15854,11007,2521,569,1006,751,,,
6392. General Villegas,2. Mujer trans/travesti,69,43,7,8,7,4,,,
6392. General Villegas,3. Varón,15566,10601,2428,705,1060,772,,,
6392. General Villegas,4. Varón trans/masculinidad trans,155,96,23,22,6,8,,,
6392. General Villegas,5. No binario,20,11,5,2,,2,,,
6392. General Villegas,6. Otra identidad/ninguna de las anteriores,57,26,16,7,7,1,,,
6392. General Villegas,7. Prefiero no contestar,48,27,7,7,4,3,,,
6392. General Villegas,9. Ignorado,3286,2019,569,307,229,162,,,
6399. Guaminí,0. __tot__,11662,7783,1927,716,706,530,,,
6399. Guaminí,1. Mujer,5685,3872,927,295,335,256,,,
6399. Guaminí,2. Mujer trans/travesti,12,8,4,,,,,,
6399. Guaminí,3. Varón,5615,3702,921,389,343,260,,,
6399. Guaminí,4. Varón trans/masculinidad trans,5,3,1,1,,,,,
6399. Guaminí,5. No binario,3,2,,,,1,,,
6399. Guaminí,6. Otra identidad/ninguna de las anteriores,3,2,1,,,,,,
6399. Guaminí,7. Prefiero no contestar,8,6,1,,,1,,,
6399. Guaminí,9. Ignorado,331,188,72,31,28,12,,,
6406. Hipólito Yrigoyen,0. __tot__,10581,6907,1832,624,717,501,,,
6406. Hipólito Yrigoyen,1. Mujer,4801,3271,801,205,307,217,,,
6406. Hipólito Yrigoyen,2. Mujer trans/travesti,20,15,1,2,1,1,,,
6406. Hipólito Yrigoyen,3. Varón,4670,3020,821,289,304,236,,,
6406. Hipólito Yrigoyen,4. Varón trans/masculinidad trans,29,14,3,3,8,1,,,
6406. Hipólito Yrigoyen,5. No binario,10,6,2,1,,1,,,
6406. Hipólito Yrigoyen,6. Otra identidad/ninguna de las anteriores,16,8,6,2,,,,,
6406. Hipólito Yrigoyen,7. Prefiero no contestar,23,16,4,2,,1,,,
6406. Hipólito Yrigoyen,9. Ignorado,1012,557,194,120,97,44,,,
6408. Hurlingham,0. __tot__,185361,126178,28883,671,13469,16160,,,
6408. Hurlingham,1. Mujer,91357,62615,14079,279,6503,7881,,,
6408. Hurlingham,2. Mujer trans/travesti,207,148,32,,13,14,,,
6408. Hurlingham,3. Varón,84554,57520,13234,342,6197,7261,,,
6408. Hurlingham,4. Varón trans/masculinidad trans,209,132,38,1,14,24,,,
6408. Hurlingham,5. No binario,168,97,26,2,22,21,,,
6408. Hurlingham,6. Otra identidad/ninguna de las anteriores,74,40,13,1,10,10,,,
6408. Hurlingham,7. Prefiero no contestar,240,130,38,,25,47,,,
6408. Hurlingham,9. Ignorado,8552,5496,1423,46,685,902,,,
6410. Ituzaingó,0. __tot__,177983,130083,22116,549,11278,13957,,,
6410. Ituzaingó,1. Mujer,88275,64767,10759,245,5539,6965,,,
6410. Ituzaingó,2. Mujer trans/travesti,272,193,41,1,24,13,,,
6410. Ituzaingó,3. Varón,81200,59295,10214,273,5171,6247,,,
6410. Ituzaingó,4. Varón trans/masculinidad trans,355,251,56,2,24,22,,,
6410. Ituzaingó,5. No binario,154,92,26,1,21,14,,,
6410. Ituzaingó,6. Otra identidad/ninguna de las anteriores,75,41,20,,8,6,,,
6410. Ituzaingó,7. Prefiero no contestar,341,223,50,1,28,39,,,
6410. Ituzaingó,9. Ignorado,7311,5221,950,26,463,651,,,
6412. José C. Paz,0. __tot__,326527,244046,34739,1148,22879,23715,,,
6412. José C. Paz,1. Mujer,155527,116683,16066,490,10840,11448,,,
6412. José C. Paz,2. Mujer trans/travesti,470,357,70,2,27,14,,,
6412. José C. Paz,3. Varón,148459,111495,15534,543,10329,10558,,,
6412. José C. Paz,4. Varón trans/masculinidad trans,692,488,102,7,52,43,,,
6412. José C. Paz,5. No binario,212,135,35,,23,19,,,
6412. José C. Paz,6. Otra identidad/ninguna de las anteriores,143,92,30,1,8,12,,,
6412. José C. Paz,7. Prefiero no contestar,349,187,66,2,41,53,,,
6412. José C. Paz,9. Ignorado,20675,14609,2836,103,1559,1568,,,
6413. Junín,0. __tot__,100964,68403,21219,970,5544,4828,,,
