DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Servicio doméstico,2. Empleada(o) u obrera(o),3. Cuenta propia,4. Patrón(a) o empleador(a),5. Trabajador(a) familiar,9. Ignorado,0. __mv__,0. __na__,
10042. Capayán,7. Prefiero no contestar,11,,6,2,,1,2,,5,
10042. Capayán,9. Ignorado,160,4,63,57,25,8,3,,770,
10049. Capital,0. __tot__,88668,6232,50991,22322,3288,2167,3668,,97798,
10049. Capital,1. Mujer,39862,5860,21203,8713,1215,1047,1824,,52281,
10049. Capital,2. Mujer trans/travesti,106,9,59,30,4,,4,,127,
10049. Capital,3. Varón,46910,285,28803,13070,1991,1067,1694,,38254,
10049. Capital,4. Varón trans/masculinidad trans,52,,24,20,4,2,2,,87,
10049. Capital,5. No binario,53,3,25,19,1,1,4,,45,
10049. Capital,6. Otra identidad/ninguna de las anteriores,17,1,7,6,,2,1,,21,
10049. Capital,7. Prefiero no contestar,92,3,43,26,3,1,16,,68,
10049. Capital,9. Ignorado,1576,71,827,438,70,47,123,,6915,
10056. El Alto,0. __tot__,1721,103,1020,498,23,35,42,,2654,
10056. El Alto,1. Mujer,592,92,322,132,4,13,29,,1394,
10056. El Alto,2. Mujer trans/travesti,2,,2,,,,,,3,
10056. El Alto,3. Varón,1074,9,666,345,19,22,13,,1012,
10056. El Alto,4. Varón trans/masculinidad trans,2,,,2,,,,,4,
10056. El Alto,5. No binario,,,,,,,,,5,
10056. El Alto,6. Otra identidad/ninguna de las anteriores,1,,,1,,,,,10,
10056. El Alto,7. Prefiero no contestar,,,,,,,,,5,
10056. El Alto,9. Ignorado,50,2,30,18,,,,,221,
10063. Fray Mamerto Esquiú,0. __tot__,7086,485,4245,1745,188,201,222,,7538,
10063. Fray Mamerto Esquiú,1. Mujer,3025,444,1653,651,58,107,112,,3996,
10063. Fray Mamerto Esquiú,2. Mujer trans/travesti,7,,4,2,,1,,,10,
10063. Fray Mamerto Esquiú,3. Varón,3859,38,2513,1001,126,83,98,,3004,
10063. Fray Mamerto Esquiú,4. Varón trans/masculinidad trans,5,,2,2,,1,,,12,
10063. Fray Mamerto Esquiú,5. No binario,3,1,2,,,,,,4,
10063. Fray Mamerto Esquiú,6. Otra identidad/ninguna de las anteriores,3,,2,,1,,,,6,
10063. Fray Mamerto Esquiú,7. Prefiero no contestar,12,,9,3,,,,,15,
10063. Fray Mamerto Esquiú,9. Ignorado,172,2,60,86,3,9,12,,491,
10070. La Paz,0. __tot__,10646,703,5844,3173,232,244,450,,15695,
10070. La Paz,1. Mujer,4194,659,2049,1078,89,110,209,,8283,
10070. La Paz,2. Mujer trans/travesti,5,,3,2,,,,,39,
10070. La Paz,3. Varón,6206,35,3669,2002,138,129,233,,6065,
10070. La Paz,4. Varón trans/masculinidad trans,10,,6,4,,,,,28,
10070. La Paz,5. No binario,4,,,4,,,,,12,
10070. La Paz,6. Otra identidad/ninguna de las anteriores,3,,,2,,1,,,20,
10070. La Paz,7. Prefiero no contestar,7,1,3,3,,,,,11,
10070. La Paz,9. Ignorado,217,8,114,78,5,4,8,,1237,
10077. Paclín,0. __tot__,2086,147,1187,548,45,74,85,,2610,
10077. Paclín,1. Mujer,819,131,435,169,20,28,36,,1366,
10077. Paclín,2. Mujer trans/travesti,3,,2,1,,,,,1,
10077. Paclín,3. Varón,1247,16,737,376,25,46,47,,1091,
10077. Paclín,9. Ignorado,17,,13,2,,,2,,152,
10084. Pomán,0. __tot__,5531,301,3340,1468,112,150,160,,6688,
10084. Pomán,1. Mujer,2166,277,1174,531,45,60,79,,3411,
10084. Pomán,2. Mujer trans/travesti,8,1,4,1,2,,,,10,
10084. Pomán,3. Varón,3242,23,2100,893,62,86,78,,2566,
10084. Pomán,4. Varón trans/masculinidad trans,2,,2,,,,,,11,
