DPTO.REDCODEN (Departamento),VIVIENDA.URP (Área urbano rural),0. __tot__,1. Mujer,2. Mujer trans/travesti,3. Varón,4. Varón trans/masculinidad trans,5. No binario,6. Otra identidad/ninguna de las anteriores,7. Prefiero no contestar,9. Ignorado,0. __mv__,0. __na__,
54077. Libertador General San Martín,3. Rural dispersa,9708,4482,12,4622,8,2,1,8,573,,,
54084. Montecarlo,0. __tot__,38620,18278,39,17881,51,12,5,36,2318,,,
54084. Montecarlo,1. Urbana,29719,14114,30,13687,37,9,5,29,1808,,,
54084. Montecarlo,2. Rural agrupada,5116,2424,3,2418,3,2,,5,261,,,
54084. Montecarlo,3. Rural dispersa,3785,1740,6,1776,11,1,,2,249,,,
54091. Oberá,0. __tot__,120703,58745,128,56655,100,35,21,121,4898,,,
54091. Oberá,1. Urbana,90319,44408,93,41675,84,30,17,110,3902,,,
54091. Oberá,2. Rural agrupada,11035,5383,9,5271,9,5,1,7,350,,,
54091. Oberá,3. Rural dispersa,19349,8954,26,9709,7,,3,4,646,,,
54098. San Ignacio,0. __tot__,63194,30881,70,29720,37,6,11,37,2432,,,
54098. San Ignacio,1. Urbana,47605,23709,49,22053,28,6,11,33,1716,,,
54098. San Ignacio,2. Rural agrupada,6187,2934,4,3002,2,,,2,243,,,
54098. San Ignacio,3. Rural dispersa,9402,4238,17,4665,7,,,2,473,,,
54105. San Javier,0. __tot__,23080,11185,31,10715,16,,3,9,1121,,,
54105. San Javier,1. Urbana,12859,6419,16,5765,12,,2,8,637,,,
54105. San Javier,2. Rural agrupada,3116,1507,3,1495,1,,,1,109,,,
54105. San Javier,3. Rural dispersa,7105,3259,12,3455,3,,1,,375,,,
54112. San Pedro,0. __tot__,34690,16007,48,16448,51,9,4,22,2101,,,
54112. San Pedro,1. Urbana,15642,7398,25,7062,30,9,1,17,1100,,,
54112. San Pedro,2. Rural agrupada,3145,1505,4,1554,,,,2,80,,,
54112. San Pedro,3. Rural dispersa,15903,7104,19,7832,21,,3,3,921,,,
54119. 25 de Mayo,0. __tot__,30877,14470,54,14655,44,13,10,9,1622,,,
54119. 25 de Mayo,1. Urbana,7740,3828,14,3509,14,4,,4,367,,,
54119. 25 de Mayo,2. Rural agrupada,5591,2672,10,2597,11,2,4,3,292,,,
54119. 25 de Mayo,3. Rural dispersa,17546,7970,30,8549,19,7,6,2,963,,,
58007. Aluminé,0. __tot__,10173,4759,17,4784,25,6,11,23,548,,,
58007. Aluminé,1. Urbana,5770,2783,9,2698,12,1,6,7,254,,,
58007. Aluminé,2. Rural agrupada,1836,806,7,836,9,5,3,8,162,,,
58007. Aluminé,3. Rural dispersa,2567,1170,1,1250,4,,2,8,132,,,
58014. Añelo,0. __tot__,18150,8084,35,8727,42,20,21,15,1206,,,
58014. Añelo,1. Urbana,15568,7041,25,7374,34,14,15,10,1055,,,
58014. Añelo,2. Rural agrupada,271,118,,133,1,,2,,17,,,
58014. Añelo,3. Rural dispersa,2311,925,10,1220,7,6,4,5,134,,,
58021. Catán Lil,0. __tot__,2641,1092,6,1178,12,7,11,9,326,,,
58021. Catán Lil,2. Rural agrupada,1245,580,3,535,3,1,1,4,118,,,
58021. Catán Lil,3. Rural dispersa,1396,512,3,643,9,6,10,5,208,,,
58028. Collón Curá,0. __tot__,4832,2266,9,2259,4,10,3,8,273,,,
58028. Collón Curá,1. Urbana,3937,1887,7,1810,2,4,,7,220,,,
58028. Collón Curá,2. Rural agrupada,379,162,2,177,1,3,1,1,32,,,
58028. Collón Curá,3. Rural dispersa,516,217,,272,1,3,2,,21,,,
58035. Confluencia,0. __tot__,467217,226791,467,216075,563,487,309,983,21542,,,
58035. Confluencia,1. Urbana,453938,220837,446,209808,533,461,298,955,20600,,,
58035. Confluencia,2. Rural agrupada,6324,2893,15,2850,17,10,10,17,512,,,
58035. Confluencia,3. Rural dispersa,6955,3061,6,3417,13,16,1,11,430,,,
58042. Chos Malal,0. __tot__,18289,8760,23,8275,19,19,11,51,1131,,,
58042. Chos Malal,1. Urbana,15593,7583,21,6883,15,18,10,48,1015,,,
58042. Chos Malal,2. Rural agrupada,1393,653,2,697,1,,1,3,36,,,
58042. Chos Malal,3. Rural dispersa,1303,524,,695,3,1,,,80,,,
58049. Huiliches,0. __tot__,20853,9470,48,9107,68,59,87,81,1933,,,
58049. Huiliches,1. Urbana,18450,8427,41,8020,60,51,80,77,1694,,,
58049. Huiliches,2. Rural agrupada,304,121,1,129,2,3,,2,46,,,
58049. Huiliches,3. Rural dispersa,2099,922,6,958,6,5,7,2,193,,,
58056. Lácar,0. __tot__,39567,19296,38,18274,54,42,32,135,1696,,,
58056. Lácar,1. Urbana,37108,18166,34,17023,53,39,29,134,1630,,,
58056. Lácar,2. Rural agrupada,340,160,,174,1,,1,,4,,,
58056. Lácar,3. Rural dispersa,2119,970,4,1077,,3,2,1,62,,,
58063. Loncopué,0. __tot__,7696,3721,5,3726,3,2,4,8,227,,,
58063. Loncopué,1. Urbana,6217,3058,4,2954,2,1,4,8,186,,,
58063. Loncopué,2. Rural agrupada,386,176,,189,1,,,,20,,,
58063. Loncopué,3. Rural dispersa,1093,487,1,583,,1,,,21,,,
58070. Los Lagos,0. __tot__,15502,7406,23,7459,11,17,5,43,538,,,
58070. Los Lagos,1. Urbana,14246,6855,23,6808,9,16,5,40,490,,,
58070. Los Lagos,2. Rural agrupada,681,301,,352,1,1,,,26,,,
58070. Los Lagos,3. Rural dispersa,575,250,,299,1,,,3,22,,,
58077. Minas,0. __tot__,9267,4258,15,4473,16,7,4,8,486,,,
58077. Minas,1. Urbana,3542,1639,7,1635,5,2,1,3,250,,,
58077. Minas,2. Rural agrupada,4057,1930,4,1947,4,5,3,5,159,,,
58077. Minas,3. Rural dispersa,1668,689,4,891,7,,,,77,,,
58084. Ñorquín,0. __tot__,5572,2601,4,2776,7,1,,9,174,,,
58084. Ñorquín,2. Rural agrupada,4229,2042,4,2042,4,1,,8,128,,,
58084. Ñorquín,3. Rural dispersa,1343,559,,734,3,,,1,46,,,
58091. Pehuenches,0. __tot__,29721,13857,23,14415,16,10,9,25,1366,,,
58091. Pehuenches,1. Urbana,27235,12701,19,13154,14,10,9,23,1305,,,
58091. Pehuenches,2. Rural agrupada,1435,715,1,680,,,,2,37,,,
58091. Pehuenches,3. Rural dispersa,1051,441,3,581,2,,,,24,,,
58098. Picún Leufú,0. __tot__,5087,2378,5,2554,1,2,1,11,135,,,
58098. Picún Leufú,1. Urbana,3781,1845,4,1813,,2,1,8,108,,,
58098. Picún Leufú,2. Rural agrupada,309,144,,154,,,,,11,,,
58098. Picún Leufú,3. Rural dispersa,997,389,1,587,1,,,3,16,,,
58105. Picunches,0. __tot__,8471,4121,7,4017,6,,,8,312,,,
58105. Picunches,1. Urbana,5903,2934,4,2738,2,,,5,220,,,
58105. Picunches,2. Rural agrupada,1668,839,1,785,2,,,2,39,,,
58105. Picunches,3. Rural dispersa,900,348,2,494,2,,,1,53,,,
58112. Zapala,0. __tot__,45540,21499,105,20145,239,64,46,75,3367,,,
58112. Zapala,1. Urbana,43557,20631,101,19151,239,64,43,68,3260,,,
58112. Zapala,2. Rural agrupada,539,240,1,255,,,1,1,41,,,
58112. Zapala,3. Rural dispersa,1444,628,3,739,,,2,6,66,,,
62007. Adolfo Alsina,0. __tot__,63845,30586,65,28484,66,48,24,92,4480,,,
62007. Adolfo Alsina,1. Urbana,57341,28170,49,25639,40,40,14,85,3304,,,
62007. Adolfo Alsina,2. Rural agrupada,4528,1629,10,1867,23,4,9,6,980,,,
62007. Adolfo Alsina,3. Rural dispersa,1976,787,6,978,3,4,1,1,196,,,
62014. Avellaneda,0. __tot__,41160,20059,45,19656,30,17,8,46,1299,,,
62014. Avellaneda,1. Urbana,32919,16252,41,15454,27,17,8,37,1083,,,
62014. Avellaneda,2. Rural agrupada,4142,2011,2,2014,1,,,3,111,,,
62014. Avellaneda,3. Rural dispersa,4099,1796,2,2188,2,,,6,105,,,
62021. Bariloche,0. __tot__,161443,78383,173,74244,152,206,128,469,7688,,,
62021. Bariloche,1. Urbana,156265,76049,162,71647,148,189,122,445,7503,,,
62021. Bariloche,2. Rural agrupada,1002,441,4,499,1,4,1,5,47,,,
62021. Bariloche,3. Rural dispersa,4176,1893,7,2098,3,13,5,19,138,,,
62028. Conesa,0. __tot__,7398,3482,9,3566,7,2,3,2,327,,,
62028. Conesa,1. Urbana,6432,3105,8,3122,5,2,1,2,187,,,
62028. Conesa,2. Rural agrupada,40,13,,25,,,,,2,,,
62028. Conesa,3. Rural dispersa,926,364,1,419,2,,2,,138,,,
62035. El Cuy,0. __tot__,6960,2797,22,3106,47,15,11,18,944,,,
62035. El Cuy,1. Urbana,4184,1729,15,1936,35,13,8,16,432,,,
62035. El Cuy,2. Rural agrupada,2203,888,7,886,11,,3,2,406,,,
62035. El Cuy,3. Rural dispersa,573,180,,284,1,2,,,106,,,
62042. General Roca,0. __tot__,379627,184994,300,174565,328,234,137,635,18434,,,
62042. General Roca,1. Urbana,349601,171169,265,159752,304,222,134,607,17148,,,
62042. General Roca,2. Rural agrupada,16365,7771,16,7862,6,4,,13,693,,,
62042. General Roca,3. Rural dispersa,13661,6054,19,6951,18,8,3,15,593,,,
62049. 9 de Julio,0. __tot__,3682,1686,3,1817,2,2,,1,171,,,
62049. 9 de Julio,2. Rural agrupada,3439,1624,3,1645,1,2,,1,163,,,
62049. 9 de Julio,3. Rural dispersa,243,62,,172,1,,,,8,,,
62056. Ñorquinco,0. __tot__,1452,614,1,790,,,,3,44,,,
62056. Ñorquinco,2. Rural agrupada,1013,475,1,498,,,,3,36,,,
62056. Ñorquinco,3. Rural dispersa,439,139,,292,,,,,8,,,
62063. Pichi Mahuida,0. __tot__,16493,7851,21,7475,12,4,7,19,1104,,,
62063. Pichi Mahuida,1. Urbana,14461,6989,16,6473,10,3,5,18,947,,,
62063. Pichi Mahuida,2. Rural agrupada,1119,515,1,546,,,,,57,,,
62063. Pichi Mahuida,3. Rural dispersa,913,347,4,456,2,1,2,1,100,,,
62070. Pilcaniyeu,0. __tot__,9309,4455,3,4500,10,9,3,17,312,,,
62070. Pilcaniyeu,1. Urbana,5491,2655,1,2593,7,7,3,11,214,,,
62070. Pilcaniyeu,2. Rural agrupada,3007,1466,1,1455,2,2,,6,75,,,
62070. Pilcaniyeu,3. Rural dispersa,811,334,1,452,1,,,,23,,,
62077. San Antonio,0. __tot__,35473,16941,26,16162,29,15,11,44,2245,,,
62077. San Antonio,1. Urbana,34259,16485,26,15616,25,15,10,38,2044,,,
62077. San Antonio,2. Rural agrupada,1052,418,,489,3,,1,1,140,,,
62077. San Antonio,3. Rural dispersa,162,38,,57,1,,,5,61,,,
62084. Valcheta,0. __tot__,4300,1990,,2012,3,,1,2,292,,,
62084. Valcheta,1. Urbana,3591,1723,,1614,3,,1,2,248,,,
62084. Valcheta,2. Rural agrupada,353,161,,167,,,,,25,,,
62084. Valcheta,3. Rural dispersa,356,106,,231,,,,,19,,,
62091. 25 de Mayo,0. __tot__,16555,7305,17,7245,32,16,45,93,1802,,,
62091. 25 de Mayo,1. Urbana,15228,6825,16,6523,29,14,45,91,1685,,,
62091. 25 de Mayo,2. Rural agrupada,799,361,1,405,1,,,2,29,,,
62091. 25 de Mayo,3. Rural dispersa,528,119,,317,2,2,,,88,,,
66007. Anta,0. __tot__,69442,29615,114,29749,157,43,185,172,9407,,,
66007. Anta,1. Urbana,56249,24476,85,24183,116,36,135,123,7095,,,
66007. Anta,2. Rural agrupada,7437,3154,13,3081,13,5,17,23,1131,,,
66007. Anta,3. Rural dispersa,5756,1985,16,2485,28,2,33,26,1181,,,
66014. Cachi,0. __tot__,8928,4309,16,4314,3,1,,10,275,,,
66014. Cachi,1. Urbana,4978,2413,14,2373,1,1,,9,167,,,
66014. Cachi,2. Rural agrupada,1261,621,,603,1,,,,36,,,
66014. Cachi,3. Rural dispersa,2689,1275,2,1338,1,,,1,72,,,
66021. Cafayate,0. __tot__,17822,8619,21,8065,14,4,9,13,1077,,,
66021. Cafayate,1. Urbana,16836,8170,17,7574,12,4,9,12,1038,,,
66021. Cafayate,2. Rural agrupada,264,131,2,122,,,,,9,,,
66021. Cafayate,3. Rural dispersa,722,318,2,369,2,,,1,30,,,
66028. Capital,0. __tot__,624003,297771,797,270168,825,438,414,944,52646,,,
66028. Capital,1. Urbana,621147,296594,791,268952,820,436,408,941,52205,,,
66028. Capital,2. Rural agrupada,596,278,,261,,1,,,56,,,
66028. Capital,3. Rural dispersa,2260,899,6,955,5,1,6,3,385,,,
66035. Cerrillos,0. __tot__,55713,26986,55,25914,63,21,12,44,2618,,,
66035. Cerrillos,1. Urbana,48654,23725,50,22413,54,20,12,41,2339,,,
66035. Cerrillos,2. Rural agrupada,3253,1546,,1556,6,1,,2,142,,,
66035. Cerrillos,3. Rural dispersa,3806,1715,5,1945,3,,,1,137,,,
66042. Chicoana,0. __tot__,24715,11983,29,11501,20,8,7,15,1152,,,
66042. Chicoana,1. Urbana,18544,9126,25,8560,15,8,4,12,794,,,
66042. Chicoana,2. Rural agrupada,2958,1466,1,1396,1,,1,1,92,,,
66042. Chicoana,3. Rural dispersa,3213,1391,3,1545,4,,2,2,266,,,
66049. General Güemes,0. __tot__,55746,24452,74,23435,96,39,48,50,7552,,,
66049. General Güemes,1. Urbana,52411,23107,63,21830,90,36,42,47,7196,,,
66049. General Güemes,2. Rural agrupada,1134,486,1,496,1,2,5,,143,,,
66049. General Güemes,3. Rural dispersa,2201,859,10,1109,5,1,1,3,213,,,
66056. General José de San Martín,0. __tot__,177448,84814,206,81298,174,46,52,125,10733,,,
66056. General José de San Martín,1. Urbana,157442,75933,191,71911,167,39,48,108,9045,,,
66056. General José de San Martín,2. Rural agrupada,10307,4670,10,4757,1,2,3,1,863,,,
66056. General José de San Martín,3. Rural dispersa,9699,4211,5,4630,6,5,1,16,825,,,
66063. Guachipas,0. __tot__,3491,1519,5,1607,2,2,,,356,,,
66063. Guachipas,1. Urbana,2574,1139,2,1087,2,1,,,343,,,
66063. Guachipas,2. Rural agrupada,149,70,3,74,,1,,,1,,,
66063. Guachipas,3. Rural dispersa,768,310,,446,,,,,12,,,
66070. Iruya,0. __tot__,6116,2509,13,2405,26,14,19,34,1096,,,
66070. Iruya,1. Urbana,2009,801,4,731,13,4,4,5,447,,,
66070. Iruya,2. Rural agrupada,2253,997,7,982,4,6,7,22,228,,,
66070. Iruya,3. Rural dispersa,1854,711,2,692,9,4,8,7,421,,,
66077. La Caldera,0. __tot__,12246,5817,7,5847,13,25,13,23,501,,,
66077. La Caldera,1. Urbana,10896,5246,7,5139,11,21,13,20,439,,,
66077. La Caldera,2. Rural agrupada,141,65,,71,,2,,,3,,,
66077. La Caldera,3. Rural dispersa,1209,506,,637,2,2,,3,59,,,
66084. La Candelaria,0. __tot__,7182,2893,13,2934,5,4,2,3,1328,,,
66084. La Candelaria,1. Urbana,3487,1356,9,1304,3,3,1,2,809,,,
66084. La Candelaria,2. Rural agrupada,2418,1114,2,1104,2,1,1,,194,,,
66084. La Candelaria,3. Rural dispersa,1277,423,2,526,,,,1,325,,,
66091. La Poma,0. __tot__,1789,917,,832,,,,2,38,,,
66091. La Poma,2. Rural agrupada,1086,539,,523,,,,,24,,,
66091. La Poma,3. Rural dispersa,703,378,,309,,,,2,14,,,
66098. La Viña,0. __tot__,8888,4308,10,4163,7,1,2,1,396,,,
66098. La Viña,1. Urbana,7349,3626,7,3373,6,1,2,1,333,,,
66098. La Viña,2. Rural agrupada,583,275,2,280,,,,,26,,,
66098. La Viña,3. Rural dispersa,956,407,1,510,1,,,,37,,,
66105. Los Andes,0. __tot__,7182,3523,5,3442,2,1,,8,201,,,
66105. Los Andes,1. Urbana,6137,3031,5,2922,2,,,7,170,,,
66105. Los Andes,2. Rural agrupada,576,286,,281,,,,1,8,,,
66105. Los Andes,3. Rural dispersa,469,206,,239,,1,,,23,,,
66112. Metán,0. __tot__,48028,21398,82,20862,103,53,62,70,5398,,,
66112. Metán,1. Urbana,41876,18754,72,17862,96,49,57,58,4928,,,
66112. Metán,2. Rural agrupada,3488,1540,8,1637,6,4,4,9,280,,,
66112. Metán,3. Rural dispersa,2664,1104,2,1363,1,,1,3,190,,,
66119. Molinos,0. __tot__,5808,2879,9,2791,,1,1,,127,,,
66119. Molinos,2. Rural agrupada,2493,1209,5,1190,,1,1,,87,,,
66119. Molinos,3. Rural dispersa,3315,1670,4,1601,,,,,40,,,
66126. Orán,0. __tot__,159715,72776,243,70552,179,62,80,185,15638,,,
66126. Orán,1. Urbana,151752,69920,216,67241,143,46,71,177,13938,,,
66126. Orán,2. Rural agrupada,1167,390,3,348,9,4,1,2,410,,,
66126. Orán,3. Rural dispersa,6796,2466,24,2963,27,12,8,6,1290,,,
66133. Rivadavia,0. __tot__,38062,18162,48,18473,14,2,4,8,1351,,,
66133. Rivadavia,1. Urbana,20516,10052,13,9790,10,2,3,2,644,,,
66133. Rivadavia,2. Rural agrupada,6057,2896,12,2820,2,,1,5,321,,,
66133. Rivadavia,3. Rural dispersa,11489,5214,23,5863,2,,,1,386,,,
66140. Rosario de la Frontera,0. __tot__,33750,16175,48,15481,11,7,8,17,2003,,,
66140. Rosario de la Frontera,1. Urbana,29336,14293,37,13211,9,6,8,17,1755,,,
66140. Rosario de la Frontera,2. Rural agrupada,2767,1263,7,1348,2,,,,147,,,
66140. Rosario de la Frontera,3. Rural dispersa,1647,619,4,922,,1,,,101,,,
66147. Rosario de Lerma,0. __tot__,50961,23922,71,23120,38,24,20,70,3696,,,
66147. Rosario de Lerma,1. Urbana,44050,20711,54,19762,32,24,19,67,3381,,,
66147. Rosario de Lerma,2. Rural agrupada,2197,986,7,1026,,,,,178,,,
66147. Rosario de Lerma,3. Rural dispersa,4714,2225,10,2332,6,,1,3,137,,,
66154. San Carlos,0. __tot__,7779,3601,14,3597,9,6,,5,547,,,
66154. San Carlos,1. Urbana,3051,1419,8,1400,4,5,,2,213,,,
66154. San Carlos,2. Rural agrupada,2498,1190,2,1168,3,1,,1,133,,,
66154. San Carlos,3. Rural dispersa,2230,992,4,1029,2,,,2,201,,,
66161. Santa Victoria,0. __tot__,9411,3937,15,3852,27,10,9,21,1540,,,
66161. Santa Victoria,2. Rural agrupada,4813,2218,9,2023,12,3,4,8,536,,,
66161. Santa Victoria,3. Rural dispersa,4598,1719,6,1829,15,7,5,13,1004,,,
70007. Albardón,0. __tot__,31281,14445,44,14058,34,12,9,23,2656,,,
70007. Albardón,1. Urbana,29789,13781,43,13414,31,10,8,22,2480,,,
70007. Albardón,2. Rural agrupada,919,416,1,388,2,2,1,1,108,,,
70007. Albardón,3. Rural dispersa,573,248,,256,1,,,,68,,,
70014. Angaco,0. __tot__,10172,4571,18,4553,18,3,3,7,999,,,
70014. Angaco,1. Urbana,6103,2788,9,2726,9,3,2,3,563,,,
70014. Angaco,2. Rural agrupada,1379,626,2,614,3,,1,1,132,,,
70014. Angaco,3. Rural dispersa,2690,1157,7,1213,6,,,3,304,,,
70021. Calingasta,0. __tot__,10667,4864,8,5117,12,9,5,16,636,,,
70021. Calingasta,1. Urbana,7784,3552,6,3684,3,8,5,15,511,,,
70021. Calingasta,2. Rural agrupada,1377,633,,665,7,,,1,71,,,
70021. Calingasta,3. Rural dispersa,1506,679,2,768,2,1,,,54,,,
70028. Capital,0. __tot__,114849,54497,160,47981,291,171,116,270,11363,,,
70028. Capital,1. Urbana,114849,54497,160,47981,291,171,116,270,11363,,,
70035. Caucete,0. __tot__,44017,20458,63,19710,43,9,13,16,3705,,,
70035. Caucete,1. Urbana,32454,15168,38,14402,31,4,8,16,2787,,,
70035. Caucete,2. Rural agrupada,7230,3370,10,3398,4,4,3,,441,,,
70035. Caucete,3. Rural dispersa,4333,1920,15,1910,8,1,2,,477,,,
70042. Chimbas,0. __tot__,103772,47267,132,44357,100,42,25,54,11795,,,
70042. Chimbas,1. Urbana,103772,47267,132,44357,100,42,25,54,11795,,,
70049. Iglesia,0. __tot__,8826,4031,5,4126,5,6,5,8,640,,,
70049. Iglesia,1. Urbana,3958,1788,2,1837,5,3,3,2,318,,,
70049. Iglesia,2. Rural agrupada,3984,1862,3,1843,,3,2,6,265,,,
70049. Iglesia,3. Rural dispersa,884,381,,446,,,,,57,,,
70056. Jáchal,0. __tot__,25269,11781,36,11331,36,2,8,17,2058,,,
70056. Jáchal,1. Urbana,13810,6715,21,6208,13,,2,10,841,,,
70056. Jáchal,2. Rural agrupada,5918,2623,4,2574,4,1,2,2,708,,,
70056. Jáchal,3. Rural dispersa,5541,2443,11,2549,19,1,4,5,509,,,
70063. 9 de Julio,0. __tot__,12498,5457,27,5451,19,12,12,21,1499,,,
70063. 9 de Julio,1. Urbana,9913,4450,15,4401,12,8,5,15,1007,,,
70063. 9 de Julio,2. Rural agrupada,923,356,3,350,3,2,5,5,199,,,
70063. 9 de Julio,3. Rural dispersa,1662,651,9,700,4,2,2,1,293,,,
70070. Pocito,0. __tot__,72879,33026,119,31797,121,33,58,60,7665,,,
70070. Pocito,1. Urbana,61935,28218,97,26921,104,31,50,53,6461,,,
70070. Pocito,2. Rural agrupada,4297,1984,7,1923,4,,,2,377,,,
70070. Pocito,3. Rural dispersa,6647,2824,15,2953,13,2,8,5,827,,,
70077. Rawson,0. __tot__,136582,63917,167,59655,206,85,108,207,12237,,,
70077. Rawson,1. Urbana,130258,61169,157,56886,180,79,105,204,11478,,,
70077. Rawson,2. Rural agrupada,1244,614,3,563,,,,,64,,,
70077. Rawson,3. Rural dispersa,5080,2134,7,2206,26,6,3,3,695,,,
70084. Rivadavia,0. __tot__,101334,45922,113,42098,269,90,110,175,12557,,,
70084. Rivadavia,1. Urbana,101322,45918,113,42091,269,90,110,175,12556,,,
70084. Rivadavia,3. Rural dispersa,12,4,,7,,,,,1,,,
70091. San Martín,0. __tot__,15037,6836,17,6809,9,3,17,14,1332,,,
70091. San Martín,1. Urbana,6307,2911,7,2906,4,2,7,4,466,,,
70091. San Martín,2. Rural agrupada,5302,2463,5,2357,2,1,3,6,465,,,
70091. San Martín,3. Rural dispersa,3428,1462,5,1546,3,,7,4,401,,,
70098. Santa Lucía,0. __tot__,62697,26181,117,24052,164,49,68,113,11953,,,
70098. Santa Lucía,1. Urbana,62697,26181,117,24052,164,49,68,113,11953,,,
70105. Sarmiento,0. __tot__,27188,12463,32,12770,23,4,8,22,1866,,,
70105. Sarmiento,1. Urbana,16861,7940,18,7853,11,1,6,18,1014,,,
70105. Sarmiento,2. Rural agrupada,5363,2424,8,2596,9,3,1,2,320,,,
70105. Sarmiento,3. Rural dispersa,4964,2099,6,2321,3,,1,2,532,,,
70112. Ullum,0. __tot__,6454,2934,9,3025,8,,,6,472,,,
70112. Ullum,1. Urbana,6023,2746,9,2808,8,,,6,446,,,
70112. Ullum,2. Rural agrupada,44,19,,17,,,,,8,,,
70112. Ullum,3. Rural dispersa,387,169,,200,,,,,18,,,
70119. Valle Fértil,0. __tot__,8425,3859,9,3831,11,1,5,10,699,,,
70119. Valle Fértil,1. Urbana,5682,2716,2,2555,2,,1,3,403,,,
70119. Valle Fértil,2. Rural agrupada,1392,588,3,627,7,1,4,4,158,,,
70119. Valle Fértil,3. Rural dispersa,1351,555,4,649,2,,,3,138,,,
70126. 25 de Mayo,0. __tot__,20824,9538,37,9628,55,6,5,7,1548,,,
70126. 25 de Mayo,1. Urbana,13182,6033,26,6004,22,3,3,3,1088,,,
70126. 25 de Mayo,2. Rural agrupada,2964,1409,6,1397,3,1,,3,145,,,
70126. 25 de Mayo,3. Rural dispersa,4678,2096,5,2227,30,2,2,1,315,,,
70133. Zonda,0. __tot__,6674,3055,6,3072,5,4,8,9,515,,,
70133. Zonda,1. Urbana,6317,2917,6,2908,2,4,6,7,467,,,
70133. Zonda,3. Rural dispersa,357,138,,164,3,,2,2,48,,,
74007. Ayacucho,0. __tot__,23653,10086,36,9827,44,23,19,34,3584,,,
74007. Ayacucho,1. Urbana,20977,9033,31,8598,39,19,14,31,3212,,,
74007. Ayacucho,2. Rural agrupada,709,304,2,328,1,1,,2,71,,,
74007. Ayacucho,3. Rural dispersa,1967,749,3,901,4,3,5,1,301,,,
74014. Belgrano,0. __tot__,5575,2279,8,2527,12,2,12,5,730,,,
74014. Belgrano,2. Rural agrupada,4158,1746,8,1858,11,1,6,3,525,,,
74014. Belgrano,3. Rural dispersa,1417,533,,669,1,1,6,2,205,,,
74021. Coronel Pringles,0. __tot__,16044,7223,18,7340,18,10,8,23,1404,,,
74021. Coronel Pringles,1. Urbana,11188,5271,9,5107,12,5,1,19,764,,,
74021. Coronel Pringles,2. Rural agrupada,3335,1377,4,1447,4,4,6,4,489,,,
74021. Coronel Pringles,3. Rural dispersa,1521,575,5,786,2,1,1,,151,,,
74028. Chacabuco,0. __tot__,26522,11591,46,11390,73,33,30,49,3310,,,
74028. Chacabuco,1. Urbana,22595,10055,34,9625,61,27,28,40,2725,,,
74028. Chacabuco,2. Rural agrupada,2068,883,7,973,1,2,1,5,196,,,
74028. Chacabuco,3. Rural dispersa,1859,653,5,792,11,4,1,4,389,,,
74035. General Pedernera,0. __tot__,148671,68620,192,64936,187,99,91,225,14321,,,
74035. General Pedernera,1. Urbana,143800,66733,186,62545,181,97,85,218,13755,,,
74035. General Pedernera,2. Rural agrupada,2226,1004,3,1086,,1,1,2,129,,,
74035. General Pedernera,3. Rural dispersa,2645,883,3,1305,6,1,5,5,437,,,
74042. Gobernador Dupuy,0. __tot__,14334,6232,19,6517,17,14,10,13,1512,,,
74042. Gobernador Dupuy,1. Urbana,7041,3018,8,3088,9,6,5,4,903,,,
74042. Gobernador Dupuy,2. Rural agrupada,6356,2883,9,2947,8,8,4,8,489,,,
74042. Gobernador Dupuy,3. Rural dispersa,937,331,2,482,,,1,1,120,,,
74049. Junín,0. __tot__,40289,18957,53,18004,56,31,23,110,3055,,,
74049. Junín,1. Urbana,35468,16717,50,15634,53,26,22,95,2871,,,
74049. Junín,2. Rural agrupada,3111,1492,2,1498,2,5,,15,97,,,
74049. Junín,3. Rural dispersa,1710,748,1,872,1,,1,,87,,,
74056. Juan Martín de Pueyrredón,0. __tot__,260769,119055,334,110630,469,303,218,467,29293,,,
74056. Juan Martín de Pueyrredón,1. Urbana,253420,115943,324,107306,452,302,213,455,28425,,,
74056. Juan Martín de Pueyrredón,2. Rural agrupada,5311,2276,9,2400,13,1,2,10,600,,,
74056. Juan Martín de Pueyrredón,3. Rural dispersa,2038,836,1,924,4,,3,2,268,,,
74063. Libertador General San Martín,0. __tot__,4691,1932,4,2156,6,2,3,2,586,,,
74063. Libertador General San Martín,2. Rural agrupada,2484,1118,3,1126,2,,3,2,230,,,
74063. Libertador General San Martín,3. Rural dispersa,2207,814,1,1030,4,2,,,356,,,
78007. Corpen Aike,0. __tot__,15035,7040,14,6825,20,13,5,48,1070,,,
78007. Corpen Aike,1. Urbana,14668,6891,14,6665,19,13,5,48,1013,,,
78007. Corpen Aike,3. Rural dispersa,367,149,,160,1,,,,57,,,
78014. Deseado,0. __tot__,126266,58586,185,58161,364,131,88,240,8511,,,
78014. Deseado,1. Urbana,122979,57147,184,56480,358,130,87,236,8357,,,
78014. Deseado,2. Rural agrupada,2200,1018,,1120,3,,1,1,57,,,
78014. Deseado,3. Rural dispersa,1087,421,1,561,3,1,,3,97,,,
78021. Güer Aike,0. __tot__,137309,63775,196,61427,314,164,137,287,11009,,,
78021. Güer Aike,1. Urbana,136079,63234,196,60776,311,164,137,287,10974,,,
78021. Güer Aike,2. Rural agrupada,940,427,,492,3,,,,18,,,
78021. Güer Aike,3. Rural dispersa,290,114,,159,,,,,17,,,
78028. Lago Argentino,0. __tot__,25384,11767,39,11535,63,40,24,79,1837,,,
