DPTO.REDCODEN (Departamento),PERSONA.P03 (Identidad de género),0. __tot__,1. Sí,2. No,0. __mv__,0. __na__,
6231. Daireaux,2. Mujer trans/travesti,45,34,11,,,
6231. Daireaux,3. Varón,8209,6854,1355,,,
6231. Daireaux,4. Varón trans/masculinidad trans,112,78,34,,,
6231. Daireaux,5. No binario,16,11,5,,,
6231. Daireaux,6. Otra identidad/ninguna de las anteriores,7,6,1,,,
6231. Daireaux,7. Prefiero no contestar,18,12,6,,,
6231. Daireaux,9. Ignorado,1500,1110,390,,,
6238. Dolores,0. __tot__,31405,25325,6080,,,
6238. Dolores,1. Mujer,14996,12322,2674,,,
6238. Dolores,2. Mujer trans/travesti,45,24,21,,,
6238. Dolores,3. Varón,13890,11315,2575,,,
6238. Dolores,4. Varón trans/masculinidad trans,129,79,50,,,
6238. Dolores,5. No binario,14,11,3,,,
6238. Dolores,6. Otra identidad/ninguna de las anteriores,9,5,4,,,
6238. Dolores,7. Prefiero no contestar,41,30,11,,,
6238. Dolores,9. Ignorado,2281,1539,742,,,
6245. Ensenada,0. __tot__,63978,54367,9611,,,
6245. Ensenada,1. Mujer,31588,27058,4530,,,
6245. Ensenada,2. Mujer trans/travesti,76,59,17,,,
6245. Ensenada,3. Varón,29841,25178,4663,,,
6245. Ensenada,4. Varón trans/masculinidad trans,51,40,11,,,
6245. Ensenada,5. No binario,40,36,4,,,
6245. Ensenada,6. Otra identidad/ninguna de las anteriores,18,11,7,,,
6245. Ensenada,7. Prefiero no contestar,83,75,8,,,
6245. Ensenada,9. Ignorado,2281,1910,371,,,
6252. Escobar,0. __tot__,256071,216372,39699,,,
6252. Escobar,1. Mujer,122235,103847,18388,,,
6252. Escobar,2. Mujer trans/travesti,269,210,59,,,
6252. Escobar,3. Varón,118318,99888,18430,,,
6252. Escobar,4. Varón trans/masculinidad trans,368,293,75,,,
6252. Escobar,5. No binario,159,131,28,,,
6252. Escobar,6. Otra identidad/ninguna de las anteriores,122,91,31,,,
6252. Escobar,7. Prefiero no contestar,394,331,63,,,
6252. Escobar,9. Ignorado,14206,11581,2625,,,
6260. Esteban Echeverría,0. __tot__,337880,286637,51243,,,
6260. Esteban Echeverría,1. Mujer,164055,140143,23912,,,
6260. Esteban Echeverría,2. Mujer trans/travesti,436,357,79,,,
6260. Esteban Echeverría,3. Varón,155041,131272,23769,,,
6260. Esteban Echeverría,4. Varón trans/masculinidad trans,476,367,109,,,
6260. Esteban Echeverría,5. No binario,205,171,34,,,
6260. Esteban Echeverría,6. Otra identidad/ninguna de las anteriores,104,86,18,,,
6260. Esteban Echeverría,7. Prefiero no contestar,424,349,75,,,
6260. Esteban Echeverría,9. Ignorado,17139,13892,3247,,,
6266. Exaltación de la Cruz,0. __tot__,40036,30357,9679,,,
6266. Exaltación de la Cruz,1. Mujer,19063,14591,4472,,,
6266. Exaltación de la Cruz,2. Mujer trans/travesti,60,36,24,,,
6266. Exaltación de la Cruz,3. Varón,18555,14038,4517,,,
6266. Exaltación de la Cruz,4. Varón trans/masculinidad trans,201,143,58,,,
6266. Exaltación de la Cruz,5. No binario,49,38,11,,,
6266. Exaltación de la Cruz,6. Otra identidad/ninguna de las anteriores,25,19,6,,,
6266. Exaltación de la Cruz,7. Prefiero no contestar,49,40,9,,,
6266. Exaltación de la Cruz,9. Ignorado,2034,1452,582,,,
6270. Ezeiza,0. __tot__,198620,156896,41724,,,
6270. Ezeiza,1. Mujer,95631,76236,19395,,,
6270. Ezeiza,2. Mujer trans/travesti,296,205,91,,,
6270. Ezeiza,3. Varón,91470,72181,19289,,,
6270. Ezeiza,4. Varón trans/masculinidad trans,275,211,64,,,
6270. Ezeiza,5. No binario,103,78,25,,,
6270. Ezeiza,6. Otra identidad/ninguna de las anteriores,51,37,14,,,
6270. Ezeiza,7. Prefiero no contestar,208,163,45,,,
6270. Ezeiza,9. Ignorado,10586,7785,2801,,,
6274. Florencio Varela,0. __tot__,488103,392493,95610,,,
6274. Florencio Varela,1. Mujer,233225,189240,43985,,,
6274. Florencio Varela,2. Mujer trans/travesti,668,497,171,,,
6274. Florencio Varela,3. Varón,224612,180252,44360,,,
6274. Florencio Varela,4. Varón trans/masculinidad trans,715,513,202,,,
6274. Florencio Varela,5. No binario,281,220,61,,,
6274. Florencio Varela,6. Otra identidad/ninguna de las anteriores,162,115,47,,,
6274. Florencio Varela,7. Prefiero no contestar,522,414,108,,,
6274. Florencio Varela,9. Ignorado,27918,21242,6676,,,
6277. Florentino Ameghino,0. __tot__,10759,8899,1860,,,
6277. Florentino Ameghino,1. Mujer,4733,4014,719,,,
6277. Florentino Ameghino,2. Mujer trans/travesti,27,23,4,,,
6277. Florentino Ameghino,3. Varón,4593,3799,794,,,
6277. Florentino Ameghino,4. Varón trans/masculinidad trans,74,56,18,,,
6277. Florentino Ameghino,5. No binario,31,19,12,,,
6277. Florentino Ameghino,6. Otra identidad/ninguna de las anteriores,14,11,3,,,
6277. Florentino Ameghino,7. Prefiero no contestar,20,16,4,,,
6277. Florentino Ameghino,9. Ignorado,1267,961,306,,,
6280. General Alvarado,0. __tot__,45307,32033,13274,,,
6280. General Alvarado,1. Mujer,22113,16012,6101,,,
6280. General Alvarado,2. Mujer trans/travesti,51,26,25,,,
6280. General Alvarado,3. Varón,20882,14620,6262,,,
6280. General Alvarado,4. Varón trans/masculinidad trans,60,36,24,,,
6280. General Alvarado,5. No binario,30,22,8,,,
6280. General Alvarado,6. Otra identidad/ninguna de las anteriores,14,6,8,,,
6280. General Alvarado,7. Prefiero no contestar,65,47,18,,,
6280. General Alvarado,9. Ignorado,2092,1264,828,,,
6287. General Alvear,0. __tot__,10150,8338,1812,,,
6287. General Alvear,1. Mujer,4997,4158,839,,,
6287. General Alvear,2. Mujer trans/travesti,6,5,1,,,
6287. General Alvear,3. Varón,4870,3954,916,,,
6287. General Alvear,4. Varón trans/masculinidad trans,5,3,2,,,
6287. General Alvear,5. No binario,3,3,,,,
6287. General Alvear,7. Prefiero no contestar,4,4,,,,
6287. General Alvear,9. Ignorado,265,211,54,,,
6294. General Arenales,0. __tot__,16231,13957,2274,,,
6294. General Arenales,1. Mujer,7801,6784,1017,,,
6294. General Arenales,2. Mujer trans/travesti,35,22,13,,,
6294. General Arenales,3. Varón,7457,6446,1011,,,
6294. General Arenales,4. Varón trans/masculinidad trans,44,32,12,,,
6294. General Arenales,5. No binario,9,9,,,,
6294. General Arenales,6. Otra identidad/ninguna de las anteriores,8,6,2,,,
6294. General Arenales,7. Prefiero no contestar,17,15,2,,,
6294. General Arenales,9. Ignorado,860,643,217,,,
6301. General Belgrano,0. __tot__,20674,16770,3904,,,
6301. General Belgrano,1. Mujer,10122,8305,1817,,,
6301. General Belgrano,2. Mujer trans/travesti,25,17,8,,,
6301. General Belgrano,3. Varón,9432,7632,1800,,,
6301. General Belgrano,4. Varón trans/masculinidad trans,42,25,17,,,
6301. General Belgrano,5. No binario,13,10,3,,,
6301. General Belgrano,6. Otra identidad/ninguna de las anteriores,10,6,4,,,
6301. General Belgrano,7. Prefiero no contestar,28,25,3,,,
6301. General Belgrano,9. Ignorado,1002,750,252,,,
6308. General Guido,0. __tot__,3157,2272,885,,,
6308. General Guido,1. Mujer,1404,1054,350,,,
6308. General Guido,2. Mujer trans/travesti,4,2,2,,,
6308. General Guido,3. Varón,1436,1033,403,,,
6308. General Guido,4. Varón trans/masculinidad trans,9,4,5,,,
6308. General Guido,6. Otra identidad/ninguna de las anteriores,1,1,,,,
6308. General Guido,7. Prefiero no contestar,3,3,,,,
6308. General Guido,9. Ignorado,300,175,125,,,
6315. General Juan Madariaga,0. __tot__,22566,17364,5202,,,
6315. General Juan Madariaga,1. Mujer,11205,8721,2484,,,
6315. General Juan Madariaga,2. Mujer trans/travesti,24,16,8,,,
6315. General Juan Madariaga,3. Varón,10375,7910,2465,,,
6315. General Juan Madariaga,4. Varón trans/masculinidad trans,24,18,6,,,
6315. General Juan Madariaga,5. No binario,9,9,,,,
6315. General Juan Madariaga,6. Otra identidad/ninguna de las anteriores,5,5,,,,
6315. General Juan Madariaga,7. Prefiero no contestar,28,21,7,,,
6315. General Juan Madariaga,9. Ignorado,896,664,232,,,
6322. General La Madrid,0. __tot__,11535,9972,1563,,,
6322. General La Madrid,1. Mujer,5680,4997,683,,,
6322. General La Madrid,2. Mujer trans/travesti,7,3,4,,,
6322. General La Madrid,3. Varón,5461,4649,812,,,
6322. General La Madrid,4. Varón trans/masculinidad trans,2,1,1,,,
6322. General La Madrid,5. No binario,5,4,1,,,
6322. General La Madrid,7. Prefiero no contestar,18,15,3,,,
6322. General La Madrid,9. Ignorado,362,303,59,,,
6329. General Las Heras,0. __tot__,17980,14241,3739,,,
6329. General Las Heras,1. Mujer,8592,6920,1672,,,
6329. General Las Heras,2. Mujer trans/travesti,17,11,6,,,
6329. General Las Heras,3. Varón,8187,6435,1752,,,
6329. General Las Heras,4. Varón trans/masculinidad trans,79,63,16,,,
6329. General Las Heras,5. No binario,14,11,3,,,
6329. General Las Heras,6. Otra identidad/ninguna de las anteriores,7,4,3,,,
6329. General Las Heras,7. Prefiero no contestar,18,12,6,,,
6329. General Las Heras,9. Ignorado,1066,785,281,,,
6336. General Lavalle,0. __tot__,4846,3534,1312,,,
6336. General Lavalle,1. Mujer,2336,1743,593,,,
6336. General Lavalle,2. Mujer trans/travesti,4,2,2,,,
6336. General Lavalle,3. Varón,2242,1621,621,,,
6336. General Lavalle,4. Varón trans/masculinidad trans,1,1,,,,
6336. General Lavalle,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
6336. General Lavalle,7. Prefiero no contestar,5,1,4,,,
6336. General Lavalle,9. Ignorado,256,165,91,,,
6343. General Paz,0. __tot__,14141,10236,3905,,,
6343. General Paz,1. Mujer,6869,5050,1819,,,
6343. General Paz,2. Mujer trans/travesti,17,9,8,,,
6343. General Paz,3. Varón,6636,4741,1895,,,
6343. General Paz,4. Varón trans/masculinidad trans,22,16,6,,,
6343. General Paz,5. No binario,8,3,5,,,
6343. General Paz,6. Otra identidad/ninguna de las anteriores,4,3,1,,,
6343. General Paz,7. Prefiero no contestar,10,10,,,,
6343. General Paz,9. Ignorado,575,404,171,,,
6351. General Pinto,0. __tot__,12842,8604,4238,,,
6351. General Pinto,1. Mujer,5926,4110,1816,,,
6351. General Pinto,2. Mujer trans/travesti,15,9,6,,,
6351. General Pinto,3. Varón,5702,3860,1842,,,
6351. General Pinto,4. Varón trans/masculinidad trans,60,26,34,,,
6351. General Pinto,5. No binario,6,3,3,,,
6351. General Pinto,6. Otra identidad/ninguna de las anteriores,15,8,7,,,
6351. General Pinto,7. Prefiero no contestar,14,5,9,,,
6351. General Pinto,9. Ignorado,1104,583,521,,,
6357. General Pueyrredón,0. __tot__,660569,574188,86381,,,
6357. General Pueyrredón,1. Mujer,327949,286663,41286,,,
6357. General Pueyrredón,2. Mujer trans/travesti,833,673,160,,,
6357. General Pueyrredón,3. Varón,295771,256969,38802,,,
6357. General Pueyrredón,4. Varón trans/masculinidad trans,921,742,179,,,
6357. General Pueyrredón,5. No binario,620,561,59,,,
6357. General Pueyrredón,6. Otra identidad/ninguna de las anteriores,268,226,42,,,
6357. General Pueyrredón,7. Prefiero no contestar,1139,952,187,,,
6357. General Pueyrredón,9. Ignorado,33068,27402,5666,,,
6364. General Rodríguez,0. __tot__,142315,97340,44975,,,
6364. General Rodríguez,1. Mujer,67967,47186,20781,,,
6364. General Rodríguez,2. Mujer trans/travesti,183,109,74,,,
6364. General Rodríguez,3. Varón,66317,45268,21049,,,
6364. General Rodríguez,4. Varón trans/masculinidad trans,334,168,166,,,
6364. General Rodríguez,5. No binario,85,52,33,,,
6364. General Rodríguez,6. Otra identidad/ninguna de las anteriores,50,29,21,,,
6364. General Rodríguez,7. Prefiero no contestar,157,109,48,,,
6364. General Rodríguez,9. Ignorado,7222,4419,2803,,,
6371. General San Martín,0. __tot__,444503,383948,60555,,,
6371. General San Martín,1. Mujer,219528,190288,29240,,,
6371. General San Martín,2. Mujer trans/travesti,625,502,123,,,
6371. General San Martín,3. Varón,200801,173665,27136,,,
6371. General San Martín,4. Varón trans/masculinidad trans,544,449,95,,,
6371. General San Martín,5. No binario,380,325,55,,,
6371. General San Martín,6. Otra identidad/ninguna de las anteriores,171,146,25,,,
6371. General San Martín,7. Prefiero no contestar,666,574,92,,,
6371. General San Martín,9. Ignorado,21788,17999,3789,,,
6385. General Viamonte,0. __tot__,22530,18400,4130,,,
6385. General Viamonte,1. Mujer,9424,8001,1423,,,
6385. General Viamonte,2. Mujer trans/travesti,90,69,21,,,
6385. General Viamonte,3. Varón,8933,7414,1519,,,
6385. General Viamonte,4. Varón trans/masculinidad trans,219,149,70,,,
6385. General Viamonte,5. No binario,102,74,28,,,
6385. General Viamonte,6. Otra identidad/ninguna de las anteriores,37,32,5,,,
6385. General Viamonte,7. Prefiero no contestar,42,31,11,,,
6385. General Viamonte,9. Ignorado,3683,2630,1053,,,
6392. General Villegas,0. __tot__,35055,28941,6114,,,
6392. General Villegas,1. Mujer,15854,13392,2462,,,
6392. General Villegas,2. Mujer trans/travesti,69,45,24,,,
6392. General Villegas,3. Varón,15566,12867,2699,,,
6392. General Villegas,4. Varón trans/masculinidad trans,155,111,44,,,
6392. General Villegas,5. No binario,20,18,2,,,
6392. General Villegas,6. Otra identidad/ninguna de las anteriores,57,43,14,,,
6392. General Villegas,7. Prefiero no contestar,48,32,16,,,
6392. General Villegas,9. Ignorado,3286,2433,853,,,
6399. Guaminí,0. __tot__,11662,9953,1709,,,
6399. Guaminí,1. Mujer,5685,4913,772,,,
6399. Guaminí,2. Mujer trans/travesti,12,11,1,,,
6399. Guaminí,3. Varón,5615,4755,860,,,
6399. Guaminí,4. Varón trans/masculinidad trans,5,4,1,,,
6399. Guaminí,5. No binario,3,3,,,,
6399. Guaminí,6. Otra identidad/ninguna de las anteriores,3,2,1,,,
6399. Guaminí,7. Prefiero no contestar,8,5,3,,,
6399. Guaminí,9. Ignorado,331,260,71,,,
6406. Hipólito Yrigoyen,0. __tot__,10581,8650,1931,,,
6406. Hipólito Yrigoyen,1. Mujer,4801,3992,809,,,
6406. Hipólito Yrigoyen,2. Mujer trans/travesti,20,14,6,,,
6406. Hipólito Yrigoyen,3. Varón,4670,3869,801,,,
6406. Hipólito Yrigoyen,4. Varón trans/masculinidad trans,29,13,16,,,
6406. Hipólito Yrigoyen,5. No binario,10,8,2,,,
6406. Hipólito Yrigoyen,6. Otra identidad/ninguna de las anteriores,16,12,4,,,
6406. Hipólito Yrigoyen,7. Prefiero no contestar,23,16,7,,,
6406. Hipólito Yrigoyen,9. Ignorado,1012,726,286,,,
6408. Hurlingham,0. __tot__,185361,164978,20383,,,
6408. Hurlingham,1. Mujer,91357,81729,9628,,,
6408. Hurlingham,2. Mujer trans/travesti,207,165,42,,,
6408. Hurlingham,3. Varón,84554,75197,9357,,,
6408. Hurlingham,4. Varón trans/masculinidad trans,209,170,39,,,
6408. Hurlingham,5. No binario,168,150,18,,,
6408. Hurlingham,6. Otra identidad/ninguna de las anteriores,74,63,11,,,
6408. Hurlingham,7. Prefiero no contestar,240,211,29,,,
6408. Hurlingham,9. Ignorado,8552,7293,1259,,,
6410. Ituzaingó,0. __tot__,177983,160571,17412,,,
6410. Ituzaingó,1. Mujer,88275,79946,8329,,,
6410. Ituzaingó,2. Mujer trans/travesti,272,212,60,,,
6410. Ituzaingó,3. Varón,81200,73304,7896,,,
6410. Ituzaingó,4. Varón trans/masculinidad trans,355,306,49,,,
6410. Ituzaingó,5. No binario,154,133,21,,,
6410. Ituzaingó,6. Otra identidad/ninguna de las anteriores,75,60,15,,,
6410. Ituzaingó,7. Prefiero no contestar,341,297,44,,,
6410. Ituzaingó,9. Ignorado,7311,6313,998,,,
6412. José C. Paz,0. __tot__,326527,260321,66206,,,
6412. José C. Paz,1. Mujer,155527,125131,30396,,,
6412. José C. Paz,2. Mujer trans/travesti,470,343,127,,,
6412. José C. Paz,3. Varón,148459,118395,30064,,,
6412. José C. Paz,4. Varón trans/masculinidad trans,692,481,211,,,
6412. José C. Paz,5. No binario,212,160,52,,,
6412. José C. Paz,6. Otra identidad/ninguna de las anteriores,143,100,43,,,
6412. José C. Paz,7. Prefiero no contestar,349,265,84,,,
6412. José C. Paz,9. Ignorado,20675,15446,5229,,,
6413. Junín,0. __tot__,100964,87999,12965,,,
6413. Junín,1. Mujer,48779,42852,5927,,,
6413. Junín,2. Mujer trans/travesti,140,103,37,,,
6413. Junín,3. Varón,44950,39392,5558,,,
6413. Junín,4. Varón trans/masculinidad trans,177,137,40,,,
6413. Junín,5. No binario,98,80,18,,,
6413. Junín,6. Otra identidad/ninguna de las anteriores,55,41,14,,,
6413. Junín,7. Prefiero no contestar,123,108,15,,,
6413. Junín,9. Ignorado,6642,5286,1356,,,
6420. La Costa,0. __tot__,100400,78726,21674,,,
6420. La Costa,1. Mujer,46194,36770,9424,,,
6420. La Costa,2. Mujer trans/travesti,144,108,36,,,
6420. La Costa,3. Varón,43597,34007,9590,,,
6420. La Costa,4. Varón trans/masculinidad trans,256,204,52,,,
6420. La Costa,5. No binario,124,91,33,,,
6420. La Costa,6. Otra identidad/ninguna de las anteriores,61,46,15,,,
6420. La Costa,7. Prefiero no contestar,199,149,50,,,
6420. La Costa,9. Ignorado,9825,7351,2474,,,
6427. La Matanza,0. __tot__,1837168,1497797,339371,,,
6427. La Matanza,1. Mujer,900702,738262,162440,,,
6427. La Matanza,2. Mujer trans/travesti,3118,2418,700,,,
6427. La Matanza,3. Varón,837867,681980,155887,,,
6427. La Matanza,4. Varón trans/masculinidad trans,2955,2207,748,,,
6427. La Matanza,5. No binario,1429,1215,214,,,
6427. La Matanza,6. Otra identidad/ninguna de las anteriores,750,566,184,,,
6427. La Matanza,7. Prefiero no contestar,2215,1788,427,,,
6427. La Matanza,9. Ignorado,88132,69361,18771,,,
6434. Lanús,0. __tot__,460081,409546,50535,,,
6434. Lanús,1. Mujer,227799,203689,24110,,,
6434. Lanús,2. Mujer trans/travesti,562,464,98,,,
6434. Lanús,3. Varón,205809,183625,22184,,,
6434. Lanús,4. Varón trans/masculinidad trans,880,747,133,,,
6434. Lanús,5. No binario,392,343,49,,,
6434. Lanús,6. Otra identidad/ninguna de las anteriores,214,171,43,,,
6434. Lanús,7. Prefiero no contestar,772,678,94,,,
6434. Lanús,9. Ignorado,23653,19829,3824,,,
6441. La Plata,0. __tot__,756074,648417,107657,,,
6441. La Plata,1. Mujer,376606,325278,51328,,,
6441. La Plata,2. Mujer trans/travesti,899,685,214,,,
6441. La Plata,3. Varón,343877,293855,50022,,,
6441. La Plata,4. Varón trans/masculinidad trans,1015,837,178,,,
6441. La Plata,5. No binario,1108,1010,98,,,
6441. La Plata,6. Otra identidad/ninguna de las anteriores,491,447,44,,,
6441. La Plata,7. Prefiero no contestar,1745,1528,217,,,
6441. La Plata,9. Ignorado,30333,24777,5556,,,
6448. Laprida,0. __tot__,11496,9869,1627,,,
6448. Laprida,1. Mujer,5732,4993,739,,,
6448. Laprida,2. Mujer trans/travesti,16,16,,,,
6448. Laprida,3. Varón,5404,4578,826,,,
6448. Laprida,4. Varón trans/masculinidad trans,7,5,2,,,
6448. Laprida,5. No binario,2,2,,,,
6448. Laprida,6. Otra identidad/ninguna de las anteriores,3,3,,,,
6448. Laprida,7. Prefiero no contestar,28,24,4,,,
6448. Laprida,9. Ignorado,304,248,56,,,
6455. Las Flores,0. __tot__,27136,19084,8052,,,
6455. Las Flores,1. Mujer,13094,9381,3713,,,
6455. Las Flores,2. Mujer trans/travesti,62,42,20,,,
6455. Las Flores,3. Varón,12198,8606,3592,,,
6455. Las Flores,4. Varón trans/masculinidad trans,105,62,43,,,
6455. Las Flores,5. No binario,18,15,3,,,
6455. Las Flores,6. Otra identidad/ninguna de las anteriores,20,11,9,,,
6455. Las Flores,7. Prefiero no contestar,36,22,14,,,
6455. Las Flores,9. Ignorado,1603,945,658,,,
6462. Leandro N. Alem,0. __tot__,17153,13517,3636,,,
6462. Leandro N. Alem,1. Mujer,8512,6771,1741,,,
6462. Leandro N. Alem,2. Mujer trans/travesti,25,17,8,,,
6462. Leandro N. Alem,3. Varón,8136,6364,1772,,,
6462. Leandro N. Alem,4. Varón trans/masculinidad trans,20,13,7,,,
6462. Leandro N. Alem,5. No binario,4,4,,,,
6462. Leandro N. Alem,6. Otra identidad/ninguna de las anteriores,1,1,,,,
6462. Leandro N. Alem,7. Prefiero no contestar,30,28,2,,,
6462. Leandro N. Alem,9. Ignorado,425,319,106,,,
6466. Lezama,0. __tot__,6170,5098,1072,,,
6466. Lezama,1. Mujer,3054,2567,487,,,
6466. Lezama,2. Mujer trans/travesti,8,6,2,,,
6466. Lezama,3. Varón,2886,2354,532,,,
6466. Lezama,4. Varón trans/masculinidad trans,3,2,1,,,
6466. Lezama,5. No binario,4,4,,,,
6466. Lezama,6. Otra identidad/ninguna de las anteriores,2,1,1,,,
6466. Lezama,7. Prefiero no contestar,11,11,,,,
6466. Lezama,9. Ignorado,202,153,49,,,
6469. Lincoln,0. __tot__,45191,38310,6881,,,
6469. Lincoln,1. Mujer,21952,18825,3127,,,
6469. Lincoln,2. Mujer trans/travesti,61,43,18,,,
6469. Lincoln,3. Varón,20912,17621,3291,,,
6469. Lincoln,4. Varón trans/masculinidad trans,84,63,21,,,
6469. Lincoln,5. No binario,57,37,20,,,
6469. Lincoln,6. Otra identidad/ninguna de las anteriores,24,16,8,,,
6469. Lincoln,7. Prefiero no contestar,55,43,12,,,
6469. Lincoln,9. Ignorado,2046,1662,384,,,
6476. Lobería,0. __tot__,18106,13759,4347,,,
6476. Lobería,1. Mujer,8664,6754,1910,,,
6476. Lobería,2. Mujer trans/travesti,23,14,9,,,
6476. Lobería,3. Varón,8569,6454,2115,,,
6476. Lobería,4. Varón trans/masculinidad trans,20,10,10,,,
6476. Lobería,5. No binario,9,3,6,,,
6476. Lobería,6. Otra identidad/ninguna de las anteriores,4,4,,,,
6476. Lobería,7. Prefiero no contestar,11,8,3,,,
6476. Lobería,9. Ignorado,806,512,294,,,
6483. Lobos,0. __tot__,41418,35966,5452,,,
6483. Lobos,1. Mujer,20160,17691,2469,,,
6483. Lobos,2. Mujer trans/travesti,58,51,7,,,
6483. Lobos,3. Varón,18709,16244,2465,,,
6483. Lobos,4. Varón trans/masculinidad trans,64,45,19,,,
6483. Lobos,5. No binario,16,16,,,,
6483. Lobos,6. Otra identidad/ninguna de las anteriores,13,11,2,,,
6483. Lobos,7. Prefiero no contestar,41,36,5,,,
6483. Lobos,9. Ignorado,2357,1872,485,,,
6490. Lomas de Zamora,0. __tot__,685644,575665,109979,,,
6490. Lomas de Zamora,1. Mujer,336667,284194,52473,,,
6490. Lomas de Zamora,2. Mujer trans/travesti,992,774,218,,,
6490. Lomas de Zamora,3. Varón,312608,262390,50218,,,
6490. Lomas de Zamora,4. Varón trans/masculinidad trans,954,749,205,,,
6490. Lomas de Zamora,5. No binario,436,361,75,,,
6490. Lomas de Zamora,6. Otra identidad/ninguna de las anteriores,245,196,49,,,
6490. Lomas de Zamora,7. Prefiero no contestar,951,797,154,,,
6490. Lomas de Zamora,9. Ignorado,32791,26204,6587,,,
6497. Luján,0. __tot__,110111,89326,20785,,,
6497. Luján,1. Mujer,54080,44291,9789,,,
6497. Luján,2. Mujer trans/travesti,212,151,61,,,
6497. Luján,3. Varón,50259,40694,9565,,,
6497. Luján,4. Varón trans/masculinidad trans,298,225,73,,,
6497. Luján,5. No binario,124,101,23,,,
6497. Luján,6. Otra identidad/ninguna de las anteriores,64,46,18,,,
6497. Luján,7. Prefiero no contestar,163,135,28,,,
6497. Luján,9. Ignorado,4911,3683,1228,,,
6505. Magdalena,0. __tot__,22653,18803,3850,,,
6505. Magdalena,1. Mujer,10259,8648,1611,,,
6505. Magdalena,2. Mujer trans/travesti,30,22,8,,,
6505. Magdalena,3. Varón,10029,8297,1732,,,
